Wikidata_URI15	id	album	artist	date	rating	DBpedia_URI	label	DBpedia_URI15	YAGO_URI15	DBpedia_URI15_Base32
http://www.wikidata.org/entity/Q580496	11.0	Elephant	The White Stripes	1-Apr-03	92.0	http://dbpedia.org/resource/Elephant_(album)	good	http://dbpedia.org/resource/Elephant_(album)	http://yago-knowledge.org/resource/Elephant_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLMMVYGQYLOORPSQYLMMJ2W2KI=
http://www.wikidata.org/entity/Q1372596	12.0	Labor Days	Aesop Rock	18-Sep-01	92.0	http://dbpedia.org/resource/Labor_Days	good	http://dbpedia.org/resource/Labor_Days	http://yago-knowledge.org/resource/Labor_Days	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDBMJXXEX2EMF4XG===
http://www.wikidata.org/entity/Q2340626	13.0	Lost In The Sound Of Separation	Underoath	2-Sep-08	92.0	http://dbpedia.org/resource/Lost_in_the_Sound_of_Separation	good	http://dbpedia.org/resource/Lost_in_the_Sound_of_Separation	http://yago-knowledge.org/resource/Lost_in_the_Sound_of_Separation	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPON2F62LOL52GQZK7KNXXK3TEL5XWMX2TMVYGC4TBORUW63Q=
http://www.wikidata.org/entity/Q1754753	14.0	Orphans: Brawlers, Bawlers & Bastards	Tom Waits	21-Nov-06	92.0	http://dbpedia.org/resource/Orphans:_Brawlers,_Bawlers_&_Bastards	good	http://dbpedia.org/resource/Orphans:_Brawlers,_Bawlers_&_Bastards		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3SOBUGC3TTHJPUE4TBO5WGK4TTFRPUEYLXNRSXE427EZPUEYLTORQXEZDT
http://www.wikidata.org/entity/Q3388283	15.0	Pull Up Some Dust and Sit Down	Ry Cooder	29-Aug-11	92.0	http://dbpedia.org/resource/Pull_Up_Some_Dust_and_Sit_Down	good	http://dbpedia.org/resource/Pull_Up_Some_Dust_and_Sit_Down		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDVNRWF6VLQL5JW63LFL5CHK43UL5QW4ZC7KNUXIX2EN53W4===
http://www.wikidata.org/entity/Q438369	16.0	A Grand Don't Come For Free	The Streets	18-May-04	91.0	http://dbpedia.org/resource/A_Grand_Don't_Come_for_Free	good	http://dbpedia.org/resource/A_Grand_Don't_Come_for_Free	http://yago-knowledge.org/resource/A_Grand_Don't_Come_for_Free	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QK7I5ZGC3TEL5CG63RHORPUG33NMVPWM33SL5DHEZLF
http://www.wikidata.org/entity/Q603672	17.0	Speakerboxxx/The Love Below	Outkast	23-Sep-03	91.0	http://dbpedia.org/resource/Speakerboxxx/The_Love_Below	good	http://dbpedia.org/resource/Speakerboxxx/The_Love_Below	http://yago-knowledge.org/resource/Speakerboxxx/The_Love_Below	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3QMVQWWZLSMJXXQ6DYF5KGQZK7JRXXMZK7IJSWY33X
http://www.wikidata.org/entity/Q1933237	18.0	The ArchAndroid	Janelle MonÃ¡e	18-May-10	91.0	http://dbpedia.org/resource/The_ArchAndroid	good	http://dbpedia.org/resource/The_ArchAndroid	http://yago-knowledge.org/resource/The_ArchAndroid	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPUC4TDNBAW4ZDSN5UWI===
http://www.wikidata.org/entity/Q7738493	19.0	The Guitar Song	Jamey Johnson	14-Sep-10	91.0	http://dbpedia.org/resource/The_Guitar_Song	good	http://dbpedia.org/resource/The_Guitar_Song	http://yago-knowledge.org/resource/The_Guitar_Song	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPUO5LJORQXEX2TN5XGO===
http://www.wikidata.org/entity/Q2118007	20.0	Unto the Locust	Machine Head	20-Sep-11	91.0	http://dbpedia.org/resource/Unto_the_Locust	good	http://dbpedia.org/resource/Unto_the_Locust	http://yago-knowledge.org/resource/Unto_the_Locust	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLOORXV65DIMVPUY33DOVZXI===
http://www.wikidata.org/entity/Q1133836	21.0	From Here We Go Sublime	The Field	3-Apr-07	90.0	http://dbpedia.org/resource/From_Here_We_Go_Sublime	good	http://dbpedia.org/resource/From_Here_We_Go_Sublime	http://yago-knowledge.org/resource/From_Here_We_Go_Sublime	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTSN5WV6SDFOJSV6V3FL5DW6X2TOVRGY2LNMU======
http://www.wikidata.org/entity/Q526196	22.0	Funeral	Arcade Fire	14-Sep-04	90.0	http://dbpedia.org/resource/Funeral_(album)	good	http://dbpedia.org/resource/Funeral_(album)	http://yago-knowledge.org/resource/Funeral_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTVNZSXEYLML4UGC3DCOVWSS===
http://www.wikidata.org/entity/Q1658831	23.0	Illinois	Sufjan Stevens	5-Jul-05	90.0	http://dbpedia.org/resource/Illinois_(album)	good	http://dbpedia.org/resource/Illinois_(album)	http://yago-knowledge.org/resource/Illinois_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLMNRUW433JONPSQYLMMJ2W2KI=
http://www.wikidata.org/entity/Q2709081	24.0	Original Pirate Material	The Streets	22-Oct-02	90.0	http://dbpedia.org/resource/Original_Pirate_Material	good	http://dbpedia.org/resource/Original_Pirate_Material	http://yago-knowledge.org/resource/Original_Pirate_Material	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3SNFTWS3TBNRPVA2LSMF2GKX2NMF2GK4TJMFWA====
http://www.wikidata.org/entity/Q1331589	25.0	Sir Lucious Left Foot: The Son of Chico Dusty	Big Boi	6-Jul-10	90.0	http://dbpedia.org/resource/Sir_Lucious_Left_Foot:_The_Son_of_Chico_Dusty	good	http://dbpedia.org/resource/Sir_Lucious_Left_Foot:_The_Son_of_Chico_Dusty		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3JOJPUY5LDNFXXK427JRSWM5C7IZXW65B2L5KGQZK7KNXW4X3PMZPUG2DJMNXV6RDVON2HS===
http://www.wikidata.org/entity/Q2445090	26.0	Untrue	Burial	6-Nov-07	90.0	http://dbpedia.org/resource/Untrue	good	http://dbpedia.org/resource/Untrue	http://yago-knowledge.org/resource/Untrue	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLOORZHKZI=
http://www.wikidata.org/entity/Q17036687	27.0	What Were You Hoping For?	Van Hunt	27-Sep-11	90.0	http://dbpedia.org/resource/What_Were_You_Hoping_For%3F	good	http://dbpedia.org/resource/What_Were_You_Hoping_For?	http://yago-knowledge.org/resource/What_Were_You_Hoping_For%3F	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3IMF2F6V3FOJSV6WLPOVPUQ33QNFXGOX2GN5ZD6===
http://www.wikidata.org/entity/Q2006424	28.0	XTRMNTR	Primal Scream	2-May-00	90.0	http://dbpedia.org/resource/XTRMNTR	good	http://dbpedia.org/resource/XTRMNTR	http://yago-knowledge.org/resource/XTRMNTR	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6WCUKJGU4VCS
http://www.wikidata.org/entity/Q2878261	29.0	Bachelor No. 2 (or, the last remains of the dodo)	Aimee Mann	2-May-00	89.0	http://dbpedia.org/resource/Bachelor_No._2_or,_the_Last_Remains_of_the_Dodo	good	http://dbpedia.org/resource/Bachelor_No._2_or,_the_Last_Remains_of_the_Dodo		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBMNUGK3DPOJPU43ZOL4ZF633SFRPXI2DFL5GGC43UL5JGK3LBNFXHGX3PMZPXI2DFL5CG6ZDP
	30.0	Hell Hath No Fury	Clipse	28-Nov-06	89.0	http://dbpedia.org/resource/Hell_Hath_No_Fury	good	http://dbpedia.org/resource/Hell_hath_no_fury	http://yago-knowledge.org/resource/Hell_Hath_No_Fury	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDFNRWF62DBORUF63TPL5THK4TZ
http://www.wikidata.org/entity/Q605647	31.0	HoboSapiens	John Cale	7-Sep-04	89.0	http://dbpedia.org/resource/HoboSapiens	good	http://dbpedia.org/resource/HoboSapiens	http://yago-knowledge.org/resource/HoboSapiens	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPMJXVGYLQNFSW44Y=
http://www.wikidata.org/entity/Q16994619	32.0	I Was Trying To Describe You To Someone	Crime In Stereo	23-Feb-10	89.0	http://dbpedia.org/resource/I_Was_Trying_to_Describe_You_to_Someone	good	http://dbpedia.org/resource/I_Was_Trying_to_Describe_You_to_Someone	http://yago-knowledge.org/resource/I_Was_Trying_to_Describe_You_to_Someone	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SK7K5QXGX2UOJ4WS3THL52G6X2EMVZWG4TJMJSV6WLPOVPXI327KNXW2ZLPNZSQ====
http://www.wikidata.org/entity/Q1206906	33.0	Merriweather Post Pavilion	Animal Collective	20-Jan-09	89.0	http://dbpedia.org/resource/Merriweather_Post_Pavilion_(album)	good	http://dbpedia.org/resource/Merriweather_Post_Pavilion_(album)	http://yago-knowledge.org/resource/Merriweather_Post_Pavilion_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLFOJZGS53FMF2GQZLSL5IG643UL5IGC5TJNRUW63S7FBQWYYTVNUUQ====
http://www.wikidata.org/entity/Q2351202	34.0	Miss E... So Addictive	Missy Elliott	15-May-01	89.0	http://dbpedia.org/resource/Miss_E..._So_Addictive	good	http://dbpedia.org/resource/Miss_E..._So_Addictive	http://yago-knowledge.org/resource/Miss_E..._So_Addictive	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLJONZV6RJOFYXF6U3PL5AWIZDJMN2GS5TF
http://www.wikidata.org/entity/Q1977566	35.0	Neon Golden	The Notwist	25-Feb-03	89.0	http://dbpedia.org/resource/Neon_Golden	good	http://dbpedia.org/resource/Neon_Golden	http://yago-knowledge.org/resource/Neon_Golden	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTFN5XF6R3PNRSGK3Q=
http://www.wikidata.org/entity/Q3443401	36.0	Rounds	Four Tet	6-May-03	89.0	http://dbpedia.org/resource/Rounds_(album)	good	http://dbpedia.org/resource/Rounds_(album)	http://yago-knowledge.org/resource/Rounds_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTPOVXGI427FBQWYYTVNUUQ====
http://www.wikidata.org/entity/Q763207	37.0	Sale el Sol	Shakira	19-Oct-10	89.0	http://dbpedia.org/resource/Sale_el_Sol	good	http://dbpedia.org/resource/Sale_el_Sol	http://yago-knowledge.org/resource/Sale_el_Sol	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNRSV6ZLML5JW63A=
http://www.wikidata.org/entity/Q821531	38.0	Since I Left You	The Avalanches	6-Nov-01	89.0	http://dbpedia.org/resource/Since_I_Left_You	good	http://dbpedia.org/resource/Since_I_Left_You	http://yago-knowledge.org/resource/Since_I_Left_You	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3JNZRWKX2JL5GGKZTUL5MW65I=
http://www.wikidata.org/entity/Q586984	39.0	Songs For The Deaf	Queens of the Stone Age	27-Aug-02	89.0	http://dbpedia.org/resource/Songs_for_the_Deaf	good	http://dbpedia.org/resource/Songs_for_the_Deaf	http://yago-knowledge.org/resource/Songs_for_the_Deaf	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3PNZTXGX3GN5ZF65DIMVPUIZLBMY======
http://www.wikidata.org/entity/Q7621430	40.0	St. Vincent	St. Vincent	25-Feb-14	89.0	http://dbpedia.org/resource/Strange_Mercy	good	http://dbpedia.org/resource/Strange_Mercy	http://yago-knowledge.org/resource/Strange_Mercy	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UOJQW4Z3FL5GWK4TDPE======
http://www.wikidata.org/entity/Q3521151	41.0	The Greatest Story Never Told	Saigon	15-Feb-11	89.0	http://dbpedia.org/resource/The_Greatest_Story_Never_Told	good	http://dbpedia.org/resource/The_Greatest_Story_Never_Told	http://yago-knowledge.org/resource/The_Greatest_Story_Never_Told	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPUO4TFMF2GK43UL5JXI33SPFPU4ZLWMVZF6VDPNRSA====
http://www.wikidata.org/entity/Q2004110	42.0	The Idler Wheel Is Wiser than the Driver of the Screw and Whipping Cords Will Serve You More than Ropes Will Ever Do	Fiona Apple	19-Jun-12	89.0	http://dbpedia.org/resource/The_Idler_Wheel...	good	http://dbpedia.org/resource/The_Idler_Wheel...	http://yago-knowledge.org/resource/The_Idler_Wheel...	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPUSZDMMVZF6V3IMVSWYLROFY======
http://www.wikidata.org/entity/Q7977313	43.0	Wearemonster	Isolée	6-Jun-05	89.0	http://dbpedia.org/resource/We_Are_Monster	good	http://dbpedia.org/resource/We_Are_Monster	http://yago-knowledge.org/resource/We_Are_Monster	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3FL5AXEZK7JVXW443UMVZA====
	44.0	Abattoir Blues / The Lyre Of Orpheus	Nick Cave And The Bad Seeds	26-Oct-04	88.0	http://dbpedia.org/resource/Abattoir_Blues/The_Lyre_of_Orpheus	good	http://dbpedia.org/resource/Abattoir_Blues_/_The_Lyre_of_Orpheus	http://yago-knowledge.org/resource/Abattoir_Blues/The_Lyre_of_Orpheus	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLCMF2HI33JOJPUE3DVMVZV6L27KRUGKX2MPFZGKX3PMZPU64TQNBSXK4Y=
http://www.wikidata.org/entity/Q610043	45.0	Arular	M.I.A.	22-Mar-05	88.0	http://dbpedia.org/resource/Arular	good	http://dbpedia.org/resource/Arular	http://yago-knowledge.org/resource/Arular	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLSOVWGC4Q=
http://www.wikidata.org/entity/Q197960	46.0	Bad as Me	Tom Waits	25-Oct-11	88.0	http://dbpedia.org/resource/Bad_as_Me	good	http://dbpedia.org/resource/Bad_as_Me	http://yago-knowledge.org/resource/Bad_as_Me	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBMRPWC427JVSQ====
http://www.wikidata.org/entity/Q4874219	47.0	Bay Of Pigs [EP]	Destroyer	18-Aug-09	88.0	http://dbpedia.org/resource/Bay_of_Pigs_(EP)	good	http://dbpedia.org/resource/Bay_of_Pigs_(EP)	http://yago-knowledge.org/resource/Bay_of_Pigs_(EP)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBPFPW6ZS7KBUWO427FBCVAKI=
http://www.wikidata.org/entity/Q4921987	48.0	Black Tambourine	Black Tambourine	30-Mar-10	88.0	http://dbpedia.org/resource/Black_Tambourine_(album)	good	http://dbpedia.org/resource/Black_Tambourine_(album)	http://yago-knowledge.org/resource/Black_Tambourine_(album)	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTMMFRWWX2UMFWWE33VOJUW4ZK7FBQWYYTVNUUQ====
http://www.wikidata.org/entity/Q785415	49.0	The Best Of Blur	Blur	21-Nov-00	88.0	http://dbpedia.org/resource/Blur:_The_Best_Of	good	http://dbpedia.org/resource/Blur:_The_Best_Of		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTMOVZDUX2UNBSV6QTFON2F6T3G
http://www.wikidata.org/entity/Q1090053	50.0	Chutes Too Narrow	The Shins	21-Oct-03	88.0	http://dbpedia.org/resource/Chutes_Too_Narrow	good	http://dbpedia.org/resource/Chutes_Too_Narrow	http://yago-knowledge.org/resource/Chutes_Too_Narrow	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3IOV2GK427KRXW6X2OMFZHE33X
http://www.wikidata.org/entity/Q5189484	51.0	Crown and Treaty	Sweet Billy Pilgrim	16-Apr-12	88.0	http://dbpedia.org/resource/Crown_and_Treaty_(album)	good	http://dbpedia.org/resource/Crown_and_Treaty_(album)		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3SN53W4X3BNZSF6VDSMVQXI6K7FBQWYYTVNUUQ====
http://www.wikidata.org/entity/Q1951071	52.0	Dear Science,	TV on the Radio	23-Sep-08	88.0	http://dbpedia.org/resource/Dear_Science	good	http://dbpedia.org/resource/Dear_Science	http://yago-knowledge.org/resource/Dear_Science	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFMFZF6U3DNFSW4Y3F
http://www.wikidata.org/entity/Q5265357	53.0	Destroyer's Rubies	Destroyer	21-Feb-06	88.0	http://dbpedia.org/resource/Destroyer's_Rubies	good	http://dbpedia.org/resource/Destroyer's_Rubies	http://yago-knowledge.org/resource/Destroyer's_Rubies	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFON2HE33ZMVZCO427KJ2WE2LFOM======
http://www.wikidata.org/entity/Q1753919	54.0	For Emma, Forever Ago	Bon Iver	19-Feb-08	88.0	http://dbpedia.org/resource/For_Emma,_Forever_Ago	good	http://dbpedia.org/resource/For_Emma,_Forever_Ago	http://yago-knowledge.org/resource/For_Emma,_Forever_Ago	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTPOJPUK3LNMEWF6RTPOJSXMZLSL5AWO3Y=
http://www.wikidata.org/entity/Q1755707	55.0	From A Basement On The Hill	Elliott Smith	19-Oct-04	88.0	http://dbpedia.org/resource/From_a_Basement_on_the_Hill	good	http://dbpedia.org/resource/From_a_Basement_on_the_Hill	http://yago-knowledge.org/resource/From_a_Basement_on_the_Hill	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTSN5WV6YK7IJQXGZLNMVXHIX3PNZPXI2DFL5EGS3DM
http://www.wikidata.org/entity/Q5958300	56.0	Hypermagic Mountain	Lightning Bolt	18-Oct-05	88.0	http://dbpedia.org/resource/Hypermagic_Mountain	good	http://dbpedia.org/resource/Hypermagic_Mountain	http://yago-knowledge.org/resource/Hypermagic_Mountain	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDZOBSXE3LBM5UWGX2NN52W45DBNFXA====
http://www.wikidata.org/entity/Q1768257	57.0	I Am A Bird Now	Antony and the Johnsons	1-Feb-05	88.0	http://dbpedia.org/resource/I_Am_a_Bird_Now	good	http://dbpedia.org/resource/I_Am_a_Bird_Now	http://yago-knowledge.org/resource/I_Am_a_Bird_Now	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SK7IFWV6YK7IJUXEZC7JZXXO===
http://www.wikidata.org/entity/Q223295	58.0	In Rainbows	Radiohead	10-Oct-07	88.0	http://dbpedia.org/resource/In_Rainbows	good	http://dbpedia.org/resource/In_Rainbows	http://yago-knowledge.org/resource/In_Rainbows	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLOL5JGC2LOMJXXO4Y=
http://www.wikidata.org/entity/Q16849564	59.0	Invisible Cinema	Aaron Parks	19-Aug-08	88.0	http://dbpedia.org/resource/Invisible_Cinema	good	http://dbpedia.org/resource/Invisible_Cinema	http://yago-knowledge.org/resource/Invisible_Cinema	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLOOZUXG2LCNRSV6Q3JNZSW2YI=
http://www.wikidata.org/entity/Q6407222	60.0	Kill The Moonlight	Spoon	20-Aug-02	88.0	http://dbpedia.org/resource/Kill_the_Moonlight	good	http://dbpedia.org/resource/Kill_the_Moonlight	http://yago-knowledge.org/resource/Kill_the_Moonlight	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3JNRWF65DIMVPU233PNZWGSZ3IOQ======
http://www.wikidata.org/entity/Q1945029	61.0	Monoliths & Dimensions	Sunn O)))	26-May-09	88.0	http://dbpedia.org/resource/Monoliths_&_Dimensions	good	http://dbpedia.org/resource/Monoliths_&_Dimensions	http://yago-knowledge.org/resource/Monoliths_&_Dimensions	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLPNZXWY2LUNBZV6JS7IRUW2ZLOONUW63TT
http://www.wikidata.org/entity/Q613722	62.0	Only Built 4 Cuban Linx... Pt. II	Raekwon	8-Sep-09	88.0	http://dbpedia.org/resource/Only_Built_4_Cuban_Linx..._Pt._II	good	http://dbpedia.org/resource/Only_Built_4_Cuban_Linx..._Pt._II		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3ONR4V6QTVNFWHIXZUL5BXKYTBNZPUY2LOPAXC4LS7KB2C4X2JJE======
http://www.wikidata.org/entity/Q1247181	63.0	Rejoicing In The Hands	Devendra Banhart	4-May-04	88.0	http://dbpedia.org/resource/Rejoicing_in_the_Hands	good	http://dbpedia.org/resource/Rejoicing_in_the_Hands	http://yago-knowledge.org/resource/Rejoicing_in_the_Hands	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTFNJXWSY3JNZTV62LOL52GQZK7JBQW4ZDT
http://www.wikidata.org/entity/Q1950649	64.0	Return To Cookie Mountain	TV on the Radio	12-Sep-06	88.0	http://dbpedia.org/resource/Return_to_Cookie_Mountain	good	http://dbpedia.org/resource/Return_to_Cookie_Mountain	http://yago-knowledge.org/resource/Return_to_Cookie_Mountain	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTFOR2XE3S7ORXV6Q3PN5VWSZK7JVXXK3TUMFUW4===
http://www.wikidata.org/entity/Q1049357	65.0	Stories from the City, Stories from the Sea	PJ Harvey	24-Oct-00	88.0	http://dbpedia.org/resource/Stories_from_the_City,_Stories_from_the_Sea	good	http://dbpedia.org/resource/Stories_from_the_City,_Stories_from_the_Sea	http://yago-knowledge.org/resource/Stories_from_the_City,_Stories_from_the_Sea	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UN5ZGSZLTL5THE33NL52GQZK7INUXI6JML5JXI33SNFSXGX3GOJXW2X3UNBSV6U3FME======
