Wikidata_URI15	id	city_name	DBpedia_URI	rating	label	DBpedia_URI15	YAGO_URI15	DBpedia_URI15_Base32
http://www.wikidata.org/entity/Q2910	32.0	Ludwigshafen	http://dbpedia.org/resource/Ludwigshafen	102.0	high	http://dbpedia.org/resource/Ludwigshafen	http://yago-knowledge.org/resource/Ludwigshafen	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDVMR3WSZ3TNBQWMZLO
http://www.wikidata.org/entity/Q456	33.0	Lyon	http://dbpedia.org/resource/Lyon	102.0	high	http://dbpedia.org/resource/Lyon	http://yago-knowledge.org/resource/Lyon	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDZN5XA====
http://www.wikidata.org/entity/Q23556	34.0	Atlanta	http://dbpedia.org/resource/Atlanta	101.5	high	http://dbpedia.org/resource/Atlanta	http://yago-knowledge.org/resource/Atlanta	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLUNRQW45DB
http://www.wikidata.org/entity/Q84	35.0	London	http://dbpedia.org/resource/London	101.5	high	http://dbpedia.org/resource/London	http://yago-knowledge.org/resource/London	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPNZSG63Q=
http://www.wikidata.org/entity/Q36312	36.0	Calgary	http://dbpedia.org/resource/Calgary	101.5	high	http://dbpedia.org/resource/Calgary	http://yago-knowledge.org/resource/Calgary	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNRTWC4TZ
http://www.wikidata.org/entity/Q48320	37.0	Kobe	http://dbpedia.org/resource/Kobe	101.5	high	http://dbpedia.org/resource/Kobe	http://yago-knowledge.org/resource/Kobe	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3PMJSQ====
http://www.wikidata.org/entity/Q223886	38.0	Lexington	http://dbpedia.org/resource/Lexington	101.0	high	http://dbpedia.org/resource/Lexington		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDFPBUW4Z3UN5XA====
http://www.wikidata.org/entity/Q5083	39.0	Seattle	http://dbpedia.org/resource/Seattle	101.0	high	http://dbpedia.org/resource/Seattle	http://yago-knowledge.org/resource/Seattle	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3FMF2HI3DF
http://www.wikidata.org/entity/Q1761	40.0	Dublin	http://dbpedia.org/resource/Dublin	101.0	high	http://dbpedia.org/resource/Dublin	http://yago-knowledge.org/resource/Dublin	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDVMJWGS3Q=
http://www.wikidata.org/entity/Q49227	41.0	Winston Salem	http://dbpedia.org/resource/Winston_Salem	101.0	high	http://dbpedia.org/resource/Winston-Salem,_North_Carolina	http://yago-knowledge.org/resource/Winston-Salem,_North_Carolina	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3JNZZXI33OFVJWC3DFNUWF6TTPOJ2GQX2DMFZG63DJNZQQ====
http://www.wikidata.org/entity/Q65	42.0	Los Angeles	http://dbpedia.org/resource/Los_Angeles	101.0	high	http://dbpedia.org/resource/Los_Angeles	http://yago-knowledge.org/resource/Los_Angeles	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDPONPUC3THMVWGK4Y=
http://www.wikidata.org/entity/Q38283	43.0	Yokohama	http://dbpedia.org/resource/Yokohama	101.0	high	http://dbpedia.org/resource/Yokohama	http://yago-knowledge.org/resource/Yokohama	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6WLPNNXWQYLNME======
http://www.wikidata.org/entity/Q334	44.0	Singapore	http://dbpedia.org/resource/Singapore	100.5	high	http://dbpedia.org/resource/Singapore	http://yago-knowledge.org/resource/Singapore	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3JNZTWC4DPOJSQ====
http://www.wikidata.org/entity/Q61	45.0	Washington Dc	http://dbpedia.org/resource/Washington_Dc	100.5	high	http://dbpedia.org/resource/Washington,_D.C.	http://yago-knowledge.org/resource/Washington,_D.C.	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3BONUGS3THORXW4LC7IQXEGLQ=
http://www.wikidata.org/entity/Q1342	46.0	Pittsburgh	http://dbpedia.org/resource/Pittsburgh	100.0	high	http://dbpedia.org/resource/Pittsburgh	http://yago-knowledge.org/resource/Pittsburgh	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDJOR2HGYTVOJTWQ===
http://www.wikidata.org/entity/Q1297	47.0	Chicago	http://dbpedia.org/resource/Chicago	100.0	high	http://dbpedia.org/resource/Chicago	http://yago-knowledge.org/resource/Chicago	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFRWCZ3P
http://www.wikidata.org/entity/Q100	48.0	Boston	http://dbpedia.org/resource/Boston	100.0	high	http://dbpedia.org/resource/Boston	http://yago-knowledge.org/resource/Boston	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTPON2G63Q=
http://www.wikidata.org/entity/Q2807	49.0	Madrid	http://dbpedia.org/resource/Madrid	100.0	high	http://dbpedia.org/resource/Madrid	http://yago-knowledge.org/resource/Madrid	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLBMRZGSZA=
http://www.wikidata.org/entity/Q1384	50.0	New York	http://dbpedia.org/resource/New_York	100.0	high	http://dbpedia.org/resource/New_York	http://yago-knowledge.org/resource/New_York	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTFO5PVS33SNM======
http://www.wikidata.org/entity/Q36091	51.0	Minneapolis	http://dbpedia.org/resource/Minneapolis	99.0	high	http://dbpedia.org/resource/Minneapolis	http://yago-knowledge.org/resource/Minneapolis	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLJNZXGKYLQN5WGS4Y=
http://www.wikidata.org/entity/Q182972	52.0	Portland	http://dbpedia.org/resource/Portland	99.0	high	http://dbpedia.org/resource/Portland		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDPOJ2GYYLOMQ======
http://www.wikidata.org/entity/Q35765	53.0	Osaka	http://dbpedia.org/resource/Osaka	99.0	high	http://dbpedia.org/resource/Osaka	http://yago-knowledge.org/resource/Osaka	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3TMFVWC===
http://www.wikidata.org/entity/Q11751	54.0	Nagoya	http://dbpedia.org/resource/Nagoya	99.0	high	http://dbpedia.org/resource/Nagoya		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTBM5XXSYI=
http://www.wikidata.org/entity/Q4093	55.0	Glasgow	http://dbpedia.org/resource/Glasgow	99.0	high	http://dbpedia.org/resource/Glasgow	http://yago-knowledge.org/resource/Glasgow	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3MMFZWO33X
http://www.wikidata.org/entity/Q38022	56.0	St. Louis	http://dbpedia.org/resource/St._Louis	98.5	high	http://dbpedia.org/resource/St._Louis		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UFZPUY33VNFZQ====
http://www.wikidata.org/entity/Q16555	57.0	Houston	http://dbpedia.org/resource/Houston	98.5	high	http://dbpedia.org/resource/Houston	http://yago-knowledge.org/resource/Houston	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPOVZXI33O
http://www.wikidata.org/entity/Q273863	58.0	Tsukuba	http://dbpedia.org/resource/Tsukuba	98.5	high	http://dbpedia.org/resource/Tsukuba,_Ibaraki	http://yago-knowledge.org/resource/Tsukuba,_Ibaraki	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDTOVVXKYTBFRPUSYTBOJQWW2I=
http://www.wikidata.org/entity/Q37320	59.0	Cleveland	http://dbpedia.org/resource/Cleveland	98.0	high	http://dbpedia.org/resource/Cleveland	http://yago-knowledge.org/resource/Cleveland	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3MMV3GK3DBNZSA====
http://www.wikidata.org/entity/Q2256	60.0	Birmingham	http://dbpedia.org/resource/Birmingham	98.0	high	http://dbpedia.org/resource/Birmingham	http://yago-knowledge.org/resource/Birmingham	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTJOJWWS3THNBQW2===
http://www.wikidata.org/entity/Q1492	61.0	Barcelona	http://dbpedia.org/resource/Barcelona	97.0	high	http://dbpedia.org/resource/Barcelona	http://yago-knowledge.org/resource/Barcelona	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBOJRWK3DPNZQQ====
http://www.wikidata.org/entity/Q597	62.0	Lisbon	http://dbpedia.org/resource/Lisbon	96.5	high	http://dbpedia.org/resource/Lisbon	http://yago-knowledge.org/resource/Lisbon	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDJONRG63Q=
http://www.wikidata.org/entity/Q174262	63.0	St. Peter Port	http://dbpedia.org/resource/St._Peter_Port	96.5	high	http://dbpedia.org/resource/Saint_Peter_Port	http://yago-knowledge.org/resource/Saint_Peter_Port	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNFXHIX2QMV2GK4S7KBXXE5A=
http://www.wikidata.org/entity/Q8652	64.0	Miami	http://dbpedia.org/resource/Miami	96.5	high	http://dbpedia.org/resource/Miami	http://yago-knowledge.org/resource/Miami	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLJMFWWS===
http://www.wikidata.org/entity/Q12439	65.0	Detroit	http://dbpedia.org/resource/Detroit	96.0	high	http://dbpedia.org/resource/Detroit	http://yago-knowledge.org/resource/Detroit	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RDFORZG62LU
http://www.wikidata.org/entity/Q26410	66.0	Yokkaichi	http://dbpedia.org/resource/Yokkaichi	96.0	high	http://dbpedia.org/resource/Yokkaichi,_Mie	http://yago-knowledge.org/resource/Yokkaichi,_Mie	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6WLPNNVWC2LDNBUSYX2NNFSQ====
http://www.wikidata.org/entity/Q490	67.0	Milan	http://dbpedia.org/resource/Milan	96.0	high	http://dbpedia.org/resource/Milan	http://yago-knowledge.org/resource/Milan	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLJNRQW4===
http://www.wikidata.org/entity/Q7090810	68.0	Omuta	http://dbpedia.org/resource/Omuta	94.5	medium	http://dbpedia.org/resource/Omuta		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3NOV2GC===
http://www.wikidata.org/entity/Q6378236	69.0	Katsuyama	http://dbpedia.org/resource/Katsuyama	93.0	medium	http://dbpedia.org/resource/Katsuyama		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3BORZXK6LBNVQQ====
http://www.wikidata.org/entity/Q8646	70.0	Hong Kong	http://dbpedia.org/resource/Hong_Kong	93.0	medium	http://dbpedia.org/resource/Hong_Kong	http://yago-knowledge.org/resource/Hong_Kong	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPNZTV6S3PNZTQ====
http://www.wikidata.org/entity/Q220	71.0	Rome	http://dbpedia.org/resource/Rome	93.0	medium	http://dbpedia.org/resource/Rome	http://yago-knowledge.org/resource/Rome	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTPNVSQ====
http://www.wikidata.org/entity/Q1335	72.0	Montevideo	http://dbpedia.org/resource/Montevideo	92.5	medium	http://dbpedia.org/resource/Montevideo	http://yago-knowledge.org/resource/Montevideo	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLPNZ2GK5TJMRSW6===
http://www.wikidata.org/entity/Q1320747	73.0	San Juan	http://dbpedia.org/resource/San_Juan	92.5	medium	http://dbpedia.org/resource/San_Juan		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNZPUU5LBNY======
http://www.wikidata.org/entity/Q1486	74.0	Buenos Aires	http://dbpedia.org/resource/Buenos_Aires	91.5	medium	http://dbpedia.org/resource/Buenos_Aires	http://yago-knowledge.org/resource/Buenos_Aires	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTVMVXG6427IFUXEZLT
http://www.wikidata.org/entity/Q1781	75.0	Budapest	http://dbpedia.org/resource/Budapest	91.0	medium	http://dbpedia.org/resource/Budapest	http://yago-knowledge.org/resource/Budapest	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTVMRQXAZLTOQ======
http://www.wikidata.org/entity/Q2079	76.0	Leipzig	http://dbpedia.org/resource/Leipzig	89.5	medium	http://dbpedia.org/resource/Leipzig	http://yago-knowledge.org/resource/Leipzig	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDFNFYHU2LH
http://www.wikidata.org/entity/Q1085	77.0	Prague	http://dbpedia.org/resource/Prague	88.5	medium	http://dbpedia.org/resource/Prague	http://yago-knowledge.org/resource/Prague	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDSMFTXKZI=
http://www.wikidata.org/entity/Q33935	78.0	Tel Aviv	http://dbpedia.org/resource/Tel_Aviv	86.0	medium	http://dbpedia.org/resource/Tel_Aviv	http://yago-knowledge.org/resource/Tel_Aviv	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDFNRPUC5TJOY======
http://www.wikidata.org/entity/Q1218	79.0	Jerusalem	http://dbpedia.org/resource/Jerusalem	85.5	medium	http://dbpedia.org/resource/Jerusalem	http://yago-knowledge.org/resource/Jerusalem	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6STFOJ2XGYLMMVWQ====
http://www.wikidata.org/entity/Q3929	80.0	Port Louis	http://dbpedia.org/resource/Port_Louis	85.0	medium	http://dbpedia.org/resource/Port_Louis	http://yago-knowledge.org/resource/Port_Louis	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDPOJ2F6TDPOVUXG===
http://www.wikidata.org/entity/Q1867	81.0	Taipei	http://dbpedia.org/resource/Taipei	85.0	medium	http://dbpedia.org/resource/Taipei	http://yago-knowledge.org/resource/Taipei	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDBNFYGK2I=
http://www.wikidata.org/entity/Q5465	82.0	Cape Town	http://dbpedia.org/resource/Cape_Town	84.5	medium	http://dbpedia.org/resource/Cape_Town	http://yago-knowledge.org/resource/Cape_Town	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BOBSV6VDPO5XA====
http://www.wikidata.org/entity/Q1865	83.0	Kuala Lumpur	http://dbpedia.org/resource/Kuala_Lumpur	84.0	medium	http://dbpedia.org/resource/Kuala_Lumpur	http://yago-knowledge.org/resource/Kuala_Lumpur	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6S3VMFWGCX2MOVWXA5LS
http://www.wikidata.org/entity/Q185632	84.0	Limassol	http://dbpedia.org/resource/Limassol	83.5	medium	http://dbpedia.org/resource/Limassol	http://yago-knowledge.org/resource/Limassol	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDJNVQXG43PNQ======
http://www.wikidata.org/entity/Q1524	85.0	Athens	http://dbpedia.org/resource/Athens	83.5	medium	http://dbpedia.org/resource/Athens	http://yago-knowledge.org/resource/Athens	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLUNBSW44Y=
http://www.wikidata.org/entity/Q437	86.0	Ljubljana	http://dbpedia.org/resource/Ljubljana	83.0	medium	http://dbpedia.org/resource/Ljubljana	http://yago-knowledge.org/resource/Ljubljana	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TDKOVRGY2TBNZQQ====
http://www.wikidata.org/entity/Q2887	87.0	Santiago	http://dbpedia.org/resource/Santiago	83.0	medium	http://dbpedia.org/resource/Santiago	http://yago-knowledge.org/resource/Santiago	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3BNZ2GSYLHN4======
http://www.wikidata.org/entity/Q270	88.0	Warsaw	http://dbpedia.org/resource/Warsaw	83.0	medium	http://dbpedia.org/resource/Warsaw	http://yago-knowledge.org/resource/Warsaw	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3BOJZWC5Y=
http://www.wikidata.org/entity/Q34647	89.0	Johannesburg	http://dbpedia.org/resource/Johannesburg	83.0	medium	http://dbpedia.org/resource/Johannesburg	http://yago-knowledge.org/resource/Johannesburg	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6STPNBQW43TFONRHK4TH
http://www.wikidata.org/entity/Q216	90.0	Vilnius	http://dbpedia.org/resource/Vilnius	82.0	medium	http://dbpedia.org/resource/Vilnius	http://yago-knowledge.org/resource/Vilnius	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VTJNRXGS5LT
http://www.wikidata.org/entity/Q1773	91.0	Riga	http://dbpedia.org/resource/Riga	82.0	medium	http://dbpedia.org/resource/Riga	http://yago-knowledge.org/resource/Riga	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTJM5QQ====
